Unnamed: 0,speaker,sentence,dialect,dialect_norm
d1147-u749,HJak1147,glanget händ bìs d maschine wìder zùm tanke choo ìsch,AG (Baden),OT
d1048-u416,WRos1048,ääigentlich nǜǜd aso ììch i miiner klass magmi nǜd erinnere,GL (Enneda),OT
swissdial,933,2016 het d'sälbschtmordkommandotroppe suicide squad metem joker s'liecht fode wält erbleckt.,ch_ag,OT
d1207-u1445,FKon1207,früener isch ja noch vil wäniger politiert polittisiert woorde,GL (Näfels),OT
d1198_1-u50,TJos1198,so acht bis nüü schtugg vee ha,SG (Brütten ZH/Zuozwil),OT
swissdial,11160,in dem johr betreut dr sbkv füf fäll vu sexueller belästigung oder sexuella übergriff.,ch_gr,OT
swissdial,1406,"d'""new york times"" schafft e jedere internationale usgab d'cartoons ab.",ch_ag,OT
swissdial,194,öi es mittel gägu blüethochdruck und sogar anti-baby-pille würdi knapp wärdu.,ch_vs,OT
swissdial,595,bundesröt treffed sowjetischi und russischi minister.,ch_sg,OT
swissdial,1139,es isch allerdings nur es zwüschehöch.,ch_sg,OT
d1163-u2049,CJea1295,vo de deedeer divisione wo i i de schwiz aagriffe hätte,AG (Buchs/Zofingen),OT
d1212-u1074,MHan1212,n jaa nid eso vil wil äär isch sowisoo eine,VS (Naters),OT
d1073-u256,CJea1295,reegelmeessig jä jä,AG (Buchs/Zofingen),OT
d1147-u1787,HJak1147,gfächts,AG (Baden),OT
d1198_2-u188,TJos1198,s chalcharseen gège de hèrdöpfelchèfer graatis zur verfüegig gschtelt he,SG (Brütten ZH/Zuozwil),OT
d1207-u1985,FKon1207,ebe daas,GL (Näfels),OT
d1259-u177,MEdu1259,won i so muen säge,AG (Full-Reuenthal),OT
d1048-u951,WRos1048,de gang als isch volle gsìì,GL (Enneda),OT
swissdial,5980,"in dr folg het sich a kontroversa zwüschet am schlaf und fachglehrta entspunna, bi wellna er uf ablehnig gstossa isch.",ch_gr,OT
d1248-u174,VPet1248,vo badä,AG (Baden/Brugg),OT
d1075-u1107,CJea1295,ùnd nachhäär bin ich han ich e wiisum iigää fǜǜr uuèsaa,AG (Buchs/Zofingen),OT
swissdial,2411,i mags wenns so lislig regnet.,ch_sg,OT
d1147-u30,HJak1147,damìt de loon,AG (Baden),OT
swissdial,2493,"er het schwer gschnuuft, als wär er berguuf gsprunga.",ch_gr,OT
d1163-u1986,CJea1295,denn han ich mi funkeri,AG (Buchs/Zofingen),OT
d1207-u1498,FKon1207,schtaab,GL (Näfels),OT
d1163-u1324,CJea1295,sig e tüütschi truppe dur d schwiz dure,AG (Buchs/Zofingen),OT
d1063-u1572,HEll1063,aber èbe si ggseend aalsoo,AG (Baden),OT
swissdial,1270,dqualität vo de fasere isch luut em füglistaller sehr guet.,ch_sg,OT
d1007-u717,EJos1007,ane ghänkt zädel ich wais nüme waas ich wais,NW (Stans),OT
d1073-u1494,CJea1295,füerendi phersöönlichkäite bi öis dehäi ghaa,AG (Buchs/Zofingen),OT
d1147-u896,HJak1147,hèt schpionaaschedienscht gmacht ùnd ìsch erschosse woorde,AG (Baden),OT
swissdial,2344,de mackinder esch am epsom college ond ide christ church en oxford ed schuel gange.,ch_ag,OT
d1212-u192,MHan1212,pääpscht oder soo da häts ja allerhand gigää,VS (Naters),OT
d1048-u1277,WRos1048,oder häts vilicht e halbe litter milch ggìì,GL (Enneda),OT
d1207-u1223,FKon1207,de brief he,GL (Näfels),OT
d1295-u1543,CJea1295,ja was mache sii denn,AG (Buchs/Zofingen),OT
d1048-u537,WRos1048,de vatter hät offe gredt am tisch,GL (Enneda),OT
swissdial,155,"wo bekannt worde isch, wer isch isch, ischer ines gfängnis in utrecht cho.",ch_sg,OT
d1207-u1685,FKon1207,uf em trottuaar dette gaat ja nu äis,GL (Näfels),OT
d1205-u682,NThe1205,und dänn hönd si s aifach falle lo über schaffusen aber kan diräkten aagriff uf schaffusen abe,SH (Ramsen),OT
d1073-u62,CJea1295,die armuet wome,AG (Buchs/Zofingen),OT
d1163-u1481,CJea1295,do ufgwachse,AG (Buchs/Zofingen),OT
swissdial,14,sie stöhn hüt nöher zum rothuus und dianen dr offiziella beflaggig.,ch_gr,OT
swissdial,1626,"es isch miar egal gsi, ob i bim fcb spiela oder bi old boyd basel.",ch_gr,OT
swissdial,2684,ich han min gägner am chenni troffe.,ch_ag,OT
d1163-u2401,CJea1295,nöd isch jo e e viertel vo mim läbe gsi do,AG (Buchs/Zofingen),OT
d1295-u1347,CJea1295,da isch aifach,AG (Buchs/Zofingen),OT
d1048-u554,WRos1048,jaa mǜstmi ez aso ganz wüescht,GL (Enneda),OT
swissdial,7173,"mit 9 gega 6 stimma het d kommissionsmehrheit entschieda, dr passus nit ufzneh.",ch_gr,OT
d1075-u776,CJea1295,dòsch immer grad de ganzi zuug draachoo nìt,AG (Buchs/Zofingen),OT
d1163-u910,CJea1295,will i pfaadfinder gsi bi,AG (Buchs/Zofingen),OT
swissdial,8662,2020 verhandlen d regiariga vur welt dia neua zielsetziga und rahmabedingiga für dr künftig umgang mit dr natur.,ch_gr,OT
d1205-u343,NThe1205,vo nünzehundert vierzg bis am äinezwanzigschte juni nünzehundertainevierzg wo de hitler dänn d sowjetunion überfalle hät,SH (Ramsen),OT
d1240-u253,RLin1240,i dr schuel han i echt seer,GR (Davos/Chur/ZH-Wittikon),OT
d1048-u190,WRos1048,aso wän dä wider chùù isch mit de bessere konjunggtuur,GL (Enneda),OT
swissdial,1731,"dr herr ulrich verzeiht, dass i widersprecha aber im würklicha leba kann a fiesa trick mengmol zwüscha leba und tod entscheida.",ch_gr,OT
d1063-u1314,HEll1063,ùnd die schönewièèw,AG (Baden),OT
swissdial,1863,boda- und hochnebel voruuszsega isch schwierig.,ch_gr,OT
d1147-u904,HJak1147,ùnd die ali händ munizioon dinne ghaa zùm tail blindi ùnd nur e paar,AG (Baden),OT
d1198_2-u585,TJos1198,s graas söt nòchli grüener wèrde,SG (Brütten ZH/Zuozwil),OT
d1075-u417,CJea1295,ùnd durch daas hèts e gwǜssi iischrènggig gää,AG (Buchs/Zofingen),OT
d1053-u1186,OJos1053,ja gwissne sinn öi intressiert und het me natirli au viu gschichte,NW (Wolfenschiessen),OT
d1259-u1901,MEdu1259,es russelaager han ich erläbt uf em bözberg obä,AG (Full-Reuenthal),OT
swissdial,9365,"80 prozent vum produziarta honig essen d biena im regelfall selber, nur 20 prozent erntet dr imker.",ch_gr,OT
d1073-u757,CJea1295,wo mitene ufgwachse sìì,AG (Buchs/Zofingen),OT
swissdial,1833,liechti rägäschauer und windig.,ch_sg,OT
d1207-u711,FKon1207,isch mer de räucher woorde,GL (Näfels),OT
swissdial,253,"wer dhypatia tötet het, het drum nöd nur en mensch töted, sondern het es exempel vonre alte, aber fortschrittliche kultur statuiert.",ch_sg,OT
d1147-u2197,HJak1147,aso ìch chane scho säge,AG (Baden),OT
d1147-u1854,HJak1147,ùnd bì mììr ùnd bì nò aim vom mòili,AG (Baden),OT
swissdial,34,die entsprächend abgschnettene szenene wärde edere fassig als extras ahgfüegt.,ch_ag,OT
d1147-u912,HJak1147,han,AG (Baden),OT
d1295-u762,CJea1295,jo das isch durs milidär gange,AG (Buchs/Zofingen),OT
d1198_1-u1439,TJos1198,marschüebigen und züüg und sache,SG (Brütten ZH/Zuozwil),OT
swissdial,1410,"de technopark isch es paradies für start-up-firme und jungi tüftler, wo ihri entwicklige zum durchbruch wend vohelfe.",ch_sg,OT
d1212-u1164,MHan1212,düe afe em mal nime verdunklig und soo,VS (Naters),OT
d1198_1-u212,TJos1198,das äin hèt chöne in obere schtòk ue,SG (Brütten ZH/Zuozwil),OT
d1198_1-u2178,TJos1198,heet dòch dèè nöd mösen ez dòò so hèrenèè he,SG (Brütten ZH/Zuozwil),OT
swissdial,788,au bio kunnt nit ganz ohni pestizid uus.,ch_gr,OT
swissdial,2546,ede nacht hani mi oft nachuse gschleche.,ch_ag,OT
d1048-u1559,WRos1048,de voorhang glüftet woorden isch hät sogaar äinen emal,GL (Enneda),OT
swissdial,6309,"jeda, wo an dr portierloga verbiigoht, muass mi grüassa.",ch_gr,OT
d1255-u372,GAlo1255,flääischmake ziemer iich ap und e seevel,UR (Göschener Alp),OT
d1007-u202,EJos1007,und dùe,NW (Stans),OT
swissdial,3946,"dr zerfass, an sohn vunem kliipuur und fabrikarbeiter, het als gärtner gschafft und isch spöter uf wanderschaft ganga.",ch_gr,OT
swissdial,45,"scho vu wiitem han i könna erkenna, dass er sini fläscha usschütta wird.",ch_gr,OT
d1048-u246,WRos1048,und dän sinds dän eben ufegfaren und über di,GL (Enneda),OT
swissdial,6091,dia erwägig het in miar allerlei guati gedanka agregt.,ch_gr,OT
swissdial,7784,"ds verfassigsgricht in bangkok begründet sin entscheid drmit, dass d trc für d wahl am 24.",ch_gr,OT
swissdial,526,"das isch der status, wa öi fer die züekunft gältut.",ch_vs,OT
d1248-u437,VPet1248,nanai nanai jo d chind händ ned chönne,AG (Baden/Brugg),OT
d1163-u2625,CJea1295,ha aso richtig fröid gha dass das dass das passiert isch wider die wuchen und ha,AG (Buchs/Zofingen),OT
d1248-u2740,VPet1248,passed uuf waser schiket,AG (Baden/Brugg),OT
swissdial,9889,drnoch hend dia andera mitglieder vum usschuss je füf minuta befrogigsziit.,ch_gr,OT
swissdial,9238,"vu 2009 bis 2012 het sie als stellvertretendi direktorin bi chur tourismus gamtet, bevor sie direktorin worda isch.",ch_gr,OT
swissdial,5016,er het ihm a saftigi schwinta geh.,ch_gr,OT
d1209-u714,BHan1209,oder äbe für groosshuushaltige,SZ (Schwyz),OT
d1212-u47,MHan1212,öü daa gsii oder vilicht emal eppas kabut gmacht oder esoo das weis mer ja nit,VS (Naters),OT
d1295-u278,CJea1295,vö di säb ziit seer schön und und guet dunkt,AG (Buchs/Zofingen),OT
swissdial,1725,ich ha kei stei gschossu.,ch_vs,OT
swissdial,5223,"do ma sich jedoch au dra d finger verbrenna het könna, het ma schala mit haltegriff gorderet.",ch_gr,OT
d1007-u729,EJos1007,mir hend do tänkt und dää vatter het iis alig verzelt die hends scho schwäär gha,NW (Stans),OT
d1205-u1174,NThe1205,uf dee schtroosse,SH (Ramsen),OT
d1163-u457,CJea1295,wänd si aschpiriere de han i gsait jo,AG (Buchs/Zofingen),OT
d1205-u1489,NThe1205,me isch seer knapp gsii,SH (Ramsen),OT
swissdial,10090,vielsiitig intressiart und engagiert. dia privata interessa vum sepp trütsch sind breit.,ch_gr,OT
d1198_2-u361,TJos1198,di sach so òrientierig nò nöd so grooss ggsii dò isch me froo ggsii,SG (Brütten ZH/Zuozwil),OT
d1163-u2382,CJea1295,het da warschinlich nume no es halb jar oder es jar gläbt,AG (Buchs/Zofingen),OT
d1205-u349,NThe1205,fall vo frankriich wo de hitler frankriich am bode gcha hät,SH (Ramsen),OT
d1207-u2280,FKon1207,deet hetted dän e paar,GL (Näfels),OT
d1147-u688,HJak1147,zùm flüüge,AG (Baden),OT
swissdial,2626,er het dmitglieder vo sinre familie i fein und weh sortiert.,ch_sg,OT
d1207-u119,FKon1207,ja si hät,GL (Näfels),OT
d1259-u2505,MEdu1259,bi dr achte diwision,AG (Full-Reuenthal),OT
swissdial,958,dzuschauer hend jetzt no eimol dwahl.,ch_sg,OT
d1147-u1494,HJak1147,das de gööring daas organisiirt hèt,AG (Baden),OT
d1073-u857,CJea1295,zum bischpil ich chönt ich chönt die naamentlich sääge vo baasel wo soldaat gsìì sìì,AG (Buchs/Zofingen),OT
swissdial,1069,vo döt uus isch es wiiter ufwärts ganga.,ch_gr,OT
d1075-u969,CJea1295,bringe si s fèèrtig nìt si mönd ä nìt lang,AG (Buchs/Zofingen),OT
d1163-u536,CJea1295,dass do e grossi wanderigsbewegig vo basel nach,AG (Buchs/Zofingen),OT
swissdial,2634,ich speuz der es gsecht.,ch_ag,OT
d1198_1-u136,TJos1198,wo s nattürli nò,SG (Brütten ZH/Zuozwil),OT
d1163-u650,CJea1295,guet zuegret het das i das i denn mis phänsum erfüllt ha,AG (Buchs/Zofingen),OT
d1075-u965,CJea1295,bini fescht dääne gsì,AG (Buchs/Zofingen),OT
d1209-u250,BHan1209,mer hend äu wärend em chrieg ds vììrte armeeggoor in schwiiz ghaa,SZ (Schwyz),OT
swissdial,11131,liaber suacht ma sich öpis uus und spendet döt mehreri johr hinteranand.,ch_gr,OT
swissdial,2298,fürs glätta kömmend handelsüblichi glättiisa zum iisatz.,ch_gr,OT
d1163-u1033,CJea1295,militäärische bouschtell,AG (Buchs/Zofingen),OT
d1295-u409,CJea1295,me hät aifach alls müässe mache aifacht,AG (Buchs/Zofingen),OT
swissdial,991,"i dere ziit isch au sberüehmtischte bauwerch vom dorf erbaut worde, de haller-wiicheller.",ch_sg,OT
d1053-u798,OJos1053,da isch oi aine das isch e taatsach,NW (Wolfenschiessen),OT
d1147-u570,HJak1147,dasch en her oberscht zuber ggsii,AG (Baden),OT
swissdial,2392,ma goht vo huus zu huus und lüütet an dr tür.,ch_gr,OT
swissdial,5305,dr besti schütz vum laufenda wettbewerb wird zum neua könig ernennt und gfiirt.,ch_gr,OT
swissdial,323,bi sim nationalmannschaftsdebüt het er uf dnationalmannschaft dütschland troffe.,ch_sg,OT
d1163-u1636,CJea1295,das sind,AG (Buchs/Zofingen),OT
d1163-u401,CJea1295,das daas uusgrächnet s batalioon fünfefüfzg gsi isch mii kompanii,AG (Buchs/Zofingen),OT
d1163-u1423,CJea1295,choo de de gründer vom h*** i ha laider de name,AG (Buchs/Zofingen),OT
d1259-u2236,MEdu1259,bi öis häts,AG (Full-Reuenthal),OT
d1205-u1563,NThe1205,ich main so,SH (Ramsen),OT
swissdial,4388,dodrufhii isch dr hüahnerstall isoliart und nüm mit fuatter versorgt worda.,ch_gr,OT
d1073-u488,CJea1295,das ìsch die ziit gsìì wo miir ghüüroote häi,AG (Buchs/Zofingen),OT
d1007-u819,EJos1007,ùnd het si schriinerii uifggää het e kaini chind,NW (Stans),OT
swissdial,1388,südafrike het 2012 sin berühmtischti staatsbörger metere serie fo banknote geehrt.,ch_ag,OT
d1073-u1491,CJea1295,ez musi ufpasse dasis richtig sääg,AG (Buchs/Zofingen),OT
d1198_1-u683,TJos1198,èbe mich mit em pflanzeschuz,SG (Brütten ZH/Zuozwil),OT
swissdial,2179,ine bärga het mu windspitze von 170 bis 200 kilometer pro stund gmässu.,ch_vs,OT
d1248-u591,VPet1248,schpööter hätter sich ändruu sommrfiild gnännt,AG (Baden/Brugg),OT
d1163-u840,CJea1295,de de jung maa wird i de schwiz jo milizsoldaat also mues er,AG (Buchs/Zofingen),OT
swissdial,1827,hochnebelfelder über em flachland uf beidna alpsiita.,ch_gr,OT
d1259-u1033,MEdu1259,do isch än anderi wält usbroche,AG (Full-Reuenthal),OT
d1053-u416,OJos1053,da hemmer eepä wenn me s aaggä hät d hiender hät es echlei fueter ggä,NW (Wolfenschiessen),OT
d1259-u219,MEdu1259,oder dänn flüged eus ez im taag föif oder acht,AG (Full-Reuenthal),OT
swissdial,950,"derde gilt als de ""blaui planet"".",ch_sg,OT
swissdial,1930,er isch zemma mit schwizer wirtschaftsvertreter noch japan und denn wiiter ins ostasiatischa schwellaland vietnam greist.,ch_gr,OT
swissdial,6496,d verwirrig vu mina gedanka bim untersinka ins wasser isch unbeschrieblich.,ch_gr,OT
d1073-u513,CJea1295,d vättere vo deene lüt,AG (Buchs/Zofingen),OT
d1163-u1093,CJea1295,das wort redui isch warschinlech i de ziitig sogar gsait gschribe worde wo d armee sich zruggzoge het he,AG (Buchs/Zofingen),OT
swissdial,6663,biträg zu gschicht und kultur vunera südoststeirischa gmeind.,ch_gr,OT
d1259-u369,MEdu1259,ggsii di händ do sdiktat gha,AG (Full-Reuenthal),OT
d1007-u810,EJos1007,und sii vatter het kolossaal glitte under em chrieg,NW (Stans),OT
d1048-u656,WRos1048,hät de fetrinäär und als mǜse chùù zum büezen und,GL (Enneda),OT
d1209-u155,BHan1209,seer jaja die mir si au dementschprächend präägt woorde,SZ (Schwyz),OT
swissdial,8988,"baut wird an weiher, wo am biber aber nüt nützt.",ch_gr,OT
d1295-u523,CJea1295,äs isch aso momol me hät,AG (Buchs/Zofingen),OT
d1207-u1149,FKon1207,käned si der häärzig,GL (Näfels),OT
d1073-u64,CJea1295,wome offe gsee het wen die arme,AG (Buchs/Zofingen),OT
d1073-u827,CJea1295,ebe sägemer mol bortre oder so s hetem öpper en uftrag ggee,AG (Buchs/Zofingen),OT
swissdial,4726,hets schumol so an sunniga januar geh wia 2020?,ch_gr,OT
swissdial,5664,ds in da 1970er johr au in da usa legal im buachhandel vertriebna ufklärigsbuach zeig mal!,ch_gr,OT
d1063-u136,HEll1063,sii het aa hèrechlääiderschtoff ghaa uund sii het,AG (Baden),OT
swissdial,8521,"das wär denn an zuastand, in wellem i igriffa müasst; das isch aber bi üs nit dr fall.",ch_gr,OT
swissdial,2446,sie het meh defo gno.,ch_ag,OT
swissdial,6233,"ds prassla und brecha vu zwig und gebüsch het ihm verrota, dass dr ma in da garta keit isch.",ch_gr,OT
d1063-u562,HEll1063,ganz schööns am viirzääte juli,AG (Baden),OT
d1248-u2941,VPet1248,waansinnig härt us nid wiä men umgange isch mit dä flüchtling,AG (Baden/Brugg),OT
d1205-u96,NThe1205,und psunders wänn s wänn ich dänn wider gmärkt ha dass im reschtorand i de gaschtschtube über da theemaa,SH (Ramsen),OT
d1163-u2695,CJea1295,jo und und denn han ich,AG (Buchs/Zofingen),OT
d1212-u171,MHan1212,heh,VS (Naters),OT
swissdial,1261,"doch crowdfunding bliebt spannend für kulturprojekt, wo uffam konventionella weg wenig chance uf fördergelder hend.",ch_gr,OT
swissdial,8235,im untera bildberiich findet sich d stifterfamilia knüülend.,ch_gr,OT
d1147-u598,HJak1147,nanai mit em motoorflùùgzüüg,AG (Baden),OT
d1198_1-u2124,TJos1198,hahahaa,SG (Brütten ZH/Zuozwil),OT
swissdial,206,und so chönd sini eltere no eimol vo vorne aafange.,ch_sg,OT
swissdial,4377,"au het er im sinn vu da römischa kaiser beuftreit, getreide iizkaufa und im land z verteila.",ch_gr,OT
swissdial,1093,"buuch- und ruckalinia sind öpa gliich lang, au rucka- und afterflossa.",ch_gr,OT
swissdial,6059,i han mi jetzt schu über zehn mönet uf minera einsama insla befunda.,ch_gr,OT
d1248-u431,VPet1248,dere zit,AG (Baden/Brugg),OT
swissdial,5559,"entschuldigung, i han dr nochrichtafeed us unbekannta gründ nit könna starta.",ch_gr,OT
swissdial,410,hüt isch devo chum no öpis zgseh.,ch_sg,OT
swissdial,1738,"wühlt sich dur sandigs münz, wo wohl nia wieder usgeh wird.",ch_gr,OT
swissdial,1813,winterliche sunntag mit teilwis chräftigum schneefall.,ch_vs,OT
d1147-u781,HJak1147,èr müs en rèèd,AG (Baden),OT
d1163-u2057,CJea1295,wo si wo all us dene gsi isch und det isch uscho dass das di di dedeer,AG (Buchs/Zofingen),OT
d1295-u1370,CJea1295,ich ha dänkt mängisch scho,AG (Buchs/Zofingen),OT
swissdial,8384,"us dem spiel kömmer viel lerna, zum bispiel dr zug uf ds goal.",ch_gr,OT
swissdial,2038,dische isch bi klimapolitischu frage ehner ufi bräms giträtu.,ch_vs,OT
d1248-u1017,VPet1248,und är hät gsait gha und ich ha do welle drbii sii also ha jo niä,AG (Baden/Brugg),OT
d1163-u2803,CJea1295,da cha mer also mache wa mer will,AG (Buchs/Zofingen),OT
swissdial,7627,d zwig und knospa sind kahl oder dicht mit grauwissa sternhoor bedeckt.,ch_gr,OT
d1073-u161,CJea1295,und het e fründ ghaa und het gsäit zu däm fründ passischmer den uuf gäl zu mim rooseli hets ghäisse,AG (Buchs/Zofingen),OT
swissdial,6449,"warum sind denn nit sie grettet, und warum bisch nit du unterganga?",ch_gr,OT
d1163-u1060,CJea1295,und und denn hät men äbe det,AG (Buchs/Zofingen),OT
swissdial,4466,er behandlet d kosmogonie und d göttlichkeit vur natur.,ch_gr,OT
d1163-u2677,CJea1295,tütschi armee fründlech s het jo vill lüt wo,AG (Buchs/Zofingen),OT
swissdial,402,dezue wärde spezielli farbrum-metadate öbertreit.,ch_ag,OT
d1063-u159,HEll1063,ùnd ìch han natüürlìch dòò uf em gschtüelplaz ali mini hobi ghaa,AG (Baden),OT
swissdial,997,sie isch a inspirationsquella für hütigi stadtplaner.,ch_gr,OT
d1198_1-u735,TJos1198,aber auf mit föfzg sèchzg kilomeeter glauffe,SG (Brütten ZH/Zuozwil),OT
swissdial,2102,i de schwiiz produziered über 500 unternehme teil für dautoindustrie.,ch_sg,OT
d1295-u766,CJea1295,det nüt z tue gha dasch alls milidärisch ggsii,AG (Buchs/Zofingen),OT
d1048-u850,WRos1048,ebe wil ich daas esùù,GL (Enneda),OT
d1207-u1304,FKon1207,die schwaabechäfer,GL (Näfels),OT
d1255-u419,GAlo1255,unt was au no gsii isch mer sind no,UR (Göschener Alp),OT
d1240-u298,RLin1240,in haft nemed,GR (Davos/Chur/ZH-Wittikon),OT
d1207-u1081,FKon1207,en maalerfachwage,GL (Näfels),OT
d1248-u1243,VPet1248,ebe auu no,AG (Baden/Brugg),OT
d1259-u1520,MEdu1259,am morge am halbi sibni oder am sächsi sinds abmerschiert und z oobig ame so,AG (Full-Reuenthal),OT
d1147-u1899,HJak1147,zu dieser schtrafe,AG (Baden),OT
d1248-u238,VPet1248,das gsüässte mineralwasser,AG (Baden/Brugg),OT
d1073-u613,CJea1295,han ììch die idee han ich hütte,AG (Buchs/Zofingen),OT
swissdial,4391,d state street thanksgiving parade zeigt gschmückti umzugswäga und ballons.,ch_gr,OT
d1073-u39,CJea1295,mir häi aber interessanti theeme ghaa scho,AG (Buchs/Zofingen),OT
swissdial,4979,"pass uf, er isch an koga!",ch_gr,OT
d1207-u1422,FKon1207,und der määntig der eerscht mäi,GL (Näfels),OT
swissdial,162,"""jetz sii wier gfrägt"" ""jetz sii wier gfrägt"", het die partipresidäntin de delegiertu in erinnrig griefu.",ch_vs,OT
