Unnamed: 0,speaker,sentence,dialect,dialect_norm
d1205-u403,NThe1205,wo s mit ross gschafft händ hät me dene chüe zersch möse leere schaffe,SH (Ramsen),OT
d1198_1-u1884,TJos1198,da muni au nòmòl,SG (Brütten ZH/Zuozwil),OT
d1073-u875,CJea1295,häis das ìsch ììri erhoolig gsìì,AG (Buchs/Zofingen),OT
swissdial,2696,was mit zimlicher sicherheit masslos ubetribu isch gsi.,ch_vs,OT
swissdial,1530,"glichzitig hetter fest ghalta, dass sich alli grossa parteia anem tüfpunkt befänden.",ch_gr,OT
swissdial,79,er het eus alli tüscht.,ch_ag,OT
d1198_1-u1431,TJos1198,dò muesch ales nòmòl naü aafange,SG (Brütten ZH/Zuozwil),OT
d1048-u830,WRos1048,hani mǜse hööre,GL (Enneda),OT
d1063-u592,HEll1063,ìn pariis,AG (Baden),OT
swissdial,8039,lang het d angst vor usländer d politik prägt.,ch_gr,OT
d1205-u644,NThe1205,d lüüt sind do,SH (Ramsen),OT
d1259-u1345,MEdu1259,si tüg am andere taag i de wöschuchi und dem lütnand,AG (Full-Reuenthal),OT
swissdial,1466,"wenn me ihres buech list, bechunt me de iidruck, dass dwelt e besseri wäri, wenn me nur mol di junge as rueder wür loh.",ch_sg,OT
d1147-u1131,HJak1147,bì dèn nòchèèr wègg useme andere grùnd vo bebezee,AG (Baden),OT
d1259-u760,MEdu1259,oder d schnöregiige oder was ggsii isch und faane und,AG (Full-Reuenthal),OT
d1147-u1151,HJak1147,tokter ìsch er scho ggsii dokter,AG (Baden),OT
d1147-u947,HJak1147,ha mìch dèn vorhèèr,AG (Baden),OT
d1248-u2901,VPet1248,mer hend ggsait jez mümmer öis uf das vorberaite,AG (Baden/Brugg),OT
d1205-u1702,NThe1205,da isch wider alls normal gsi glii he,SH (Ramsen),OT
d1163-u3050,CJea1295,jä militärisch vorunterricht de het me scho me het jo,AG (Buchs/Zofingen),OT
swissdial,9972,"ziel vu sinara kandidatur isch es wohl vielmeh, dr nationalrotssitz vu dr zürcher evp z sichera.",ch_gr,OT
d1255-u1042,GAlo1255,chönt e da nid eso öppis nid sääge näi näi da,UR (Göschener Alp),OT
swissdial,2255,"das kann nit sii, ihm isch no nia öpis usgleert.",ch_gr,OT
swissdial,8399,"a garantie, bi da rockets z blieba, isch das aber no lang nit.",ch_gr,OT
swissdial,1761,die zwei autos send of de autostross zemeprallt ond e shet heftig knallt.,ch_ag,OT
swissdial,2743,"i vertohn gar nit, warum iar eu so viel sorga machend, het sich dr pog vunem dachsparra gmolda.",ch_gr,OT
swissdial,1733,"natürlich gits an zemmahang, het dr hans olofson wiedersprocha.",ch_gr,OT
d1205-u23,NThe1205,und zudäm isch denn no de umschtand dazue cho dass mini mueter us däm,SH (Ramsen),OT
swissdial,54,wägu schinum unfall kehrder nix meh.,ch_vs,OT
swissdial,8741,füf bis zehn prozent vu allna schwizwiit verkaufta pestizid.,ch_gr,OT
swissdial,1240,wie verarbeited syrischi theaterschaffendi de chrieg in irere heimat?,ch_sg,OT
swissdial,1961,"vieli olivanöl vur qualität ""extra vergina"" gnüagen da gsetzlicha aforderiga nit.",ch_gr,OT
d1207-u338,FKon1207,isch ja we hüt oder,GL (Näfels),OT
d1053-u1433,OJos1053,dasch tatsaach nur probiert,NW (Wolfenschiessen),OT
d1007-u65,EJos1007,guet ich bin äs jaar gsii und de bin ich halt wider in e huishaltig,NW (Stans),OT
d1248-u1820,VPet1248,isch jo dr obligatorische landdiänscht ggsii,AG (Baden/Brugg),OT
d1259-u1830,MEdu1259,wänn die cho wäred denä usgliferet ggsii wäred,AG (Full-Reuenthal),OT
swissdial,2280,höt no esch sis hotel nach dem damols ihsässige coroados-indios bekannt.,ch_ag,OT
d1248-u2696,VPet1248,und dört scho hät min vattr ggsait dä wird ämol general,AG (Baden/Brugg),OT
d1048-u328,WRos1048,ùnd de grosvatter isch aber en gleernete,GL (Enneda),OT
d1053-u439,OJos1053,und ternaa die hiender dasch no e luschtigi sach gsi di sind nateirlich da verwiuderet,NW (Wolfenschiessen),OT
d1075-u986,CJea1295,s unsere inschtruggtoore,AG (Buchs/Zofingen),OT
d1147-u316,HJak1147,het ùf em schwiizerchrüüz nò wie èh en hòògge nìd,AG (Baden),OT
d1063-u643,HEll1063,fǜr zwänzg schwiizerfranke e riise rùndfluug go mache,AG (Baden),OT
swissdial,10432,aber vu da proba fu ihrem erstgeborena sohn romeo fehlt jedi spur.,ch_gr,OT
d1255-u613,GAlo1255,duezumal hundert litter gi fass gsi,UR (Göschener Alp),OT
d1053-u41,OJos1053,susch nääm d woufeschiesser aus äwäg si cheem gar nid,NW (Wolfenschiessen),OT
swissdial,10337,rund a stund noch am cavani verwütschts au dr mbappé.,ch_gr,OT
d1207-u2091,FKon1207,was sel ich säge,GL (Näfels),OT
d1205-u1456,NThe1205,und ebe die,SH (Ramsen),OT
swissdial,7455,das isch 1990 vum langguth erbe us da beständ vur treuhandastalt übernoh worda.,ch_gr,OT
d1007-u199,EJos1007,äär isch bim hundertachti gsii bim landweerbatelioon,NW (Stans),OT
d1147-u2389,HJak1147,deet ìsch d schmùkinduschtrii ggsii,AG (Baden),OT
d1053-u1350,OJos1053,da bin ich druif ich bi gfreite ggsi,NW (Wolfenschiessen),OT
d1198_2-u672,TJos1198,vil is ussland choo au vil mit de wisseschafte z tue überchoo,SG (Brütten ZH/Zuozwil),OT
d1209-u529,BHan1209,da isch vo hittlertum di reed und,SZ (Schwyz),OT
d1147-u735,HJak1147,nòmòòl fǜfzg meeter,AG (Baden),OT
swissdial,1680,dschwiizer volleyballerinne hend a de em au ihres zweite gruppespiel in bratislava volore.,ch_sg,OT
d1147-u2319,HJak1147,ùnd i dem momänt wo dè d landig voormacht,AG (Baden),OT
swissdial,4229,speziell zum kocha vu eier isch d sanduhr gebrüchlich.,ch_gr,OT
swissdial,1024,dr begriff entstammt am bankwesa.,ch_gr,OT
d1207-u905,FKon1207,und ich ha ja gsäit der vatter sig leerer he,GL (Näfels),OT
d1248-u775,VPet1248,und diä denn wo sii denn,AG (Baden/Brugg),OT
swissdial,274,"der bohrer wird äbuso mit der prägig vam begriff ""güetmänsch"" in verbindig gibrungu.",ch_vs,OT
d1163-u1277,CJea1295,de tessiinerdienscht,AG (Buchs/Zofingen),OT
d1063-u273,HEll1063,mh nai i bi numen a,AG (Baden),OT
swissdial,6704,"a witeri orgla uf dr linka chorschranka isch zwor plant gsi, aber nit verwürklicht worda.",ch_gr,OT
swissdial,1561,öpe i sache handel.,ch_sg,OT
swissdial,225,het ihn zerrisse und dschnipsel in müll gschmisse.,ch_sg,OT
d1048-u230,WRos1048,und dän ischt er de naachpuuresoo gsìì,GL (Enneda),OT
d1198_1-u1311,TJos1198,im buech ine hani daa,SG (Brütten ZH/Zuozwil),OT
d1259-u403,MEdu1259,si händ wool öppis glaub vier franke im ide,AG (Full-Reuenthal),OT
d1198_1-u613,TJos1198,nòch em hauptverlèse,SG (Brütten ZH/Zuozwil),OT
swissdial,8407,dr zuger marcel bieri isch in sinera karriera zwei mol kontrolliart worda.,ch_gr,OT
d1207-u39,FKon1207,zletscht simmer noch fǜǜfi gsìì,GL (Näfels),OT
d1007-u493,EJos1007,dehaim hani de mängisch mi maa echli zhilf gnoo und gfragt,NW (Stans),OT
swissdial,4428,da bewohner vu roquefort ds monopol für d käsriifig in kalksteihöhla vum bergmassiv combalou im westa vu da cevenna.,ch_gr,OT
d1048-u635,WRos1048,die sind ja minööre gsìì,GL (Enneda),OT
swissdial,981,"sie sprecht osserdem flüssend hochchinesisch, japanisch, änglisch ond koreanisch.",ch_ag,OT
swissdial,2042,en duschchopf mit ihgibauter sprachassischtäntin?,ch_vs,OT
swissdial,1264,"de teaser trailer vo de e3 zeigt, dass es im zweite teil wohl biz düsterer zue und hergoh wird als im erste teil.",ch_sg,OT
swissdial,2666,"stell der vor, ich störze.",ch_ag,OT
d1063-u537,HEll1063,er isch so en angeber ggsii also ìch ha daas deet nìd gmèrkt,AG (Baden),OT
swissdial,1813,winterliche sunntag mit teilwis chräftigum schneefall.,ch_vs,OT
d1295-u1355,CJea1295,und det isch au diä diä roonebrugg isch jo kabutt ggsii,AG (Buchs/Zofingen),OT
swissdial,5646,"afang mai treffen sich dia nordamerikanischa uriwohner zum ucla pow wow uffem intramural field, ucla campus.",ch_gr,OT
d1007-u794,EJos1007,gueti handwärker warum niid und die sind beed us de lèèr gsii,NW (Stans),OT
swissdial,593,"""machemer industriepolitik übers vbs nur für einigi grossi dütschschwizer unternehma oder für alli landesteil"", het dr levrat gfrogt.",ch_gr,OT
swissdial,1464,d'schliessig va dene licke heige jetz priorität.,ch_vs,OT
d1163-u1623,CJea1295,und schlaagartig,AG (Buchs/Zofingen),OT
d1207-u543,FKon1207,der hät dän wider ziite wiis isch er dän wider chùù wäm mir sind ja noch lang dobe gsìì,GL (Näfels),OT
d1048-u199,WRos1048,aber das isch dän äigentlich nùch wiiter zrugg gsìì das,GL (Enneda),OT
swissdial,6529,"du schwimmsch guat gnuag, zum ds land erreicha z könna, und d see isch ruhig,",ch_gr,OT
d1163-u1080,CJea1295,useme dienscht wommer no sächs wuche hätte müesse bliibe,AG (Buchs/Zofingen),OT
swissdial,4750,d schwiz isch in dr ersta maihälfti zwüschet am hochdruckbestimmta norda und am tüfdruckbestimmta süda glega.,ch_gr,OT
swissdial,2133,"ganz à la hollywood sellunt ine hubla va spreitubach grossi, wissi büechstabe thronu, wa z'wort ""limmattal"" bildunt.",ch_vs,OT
d1259-u1446,MEdu1259,dem umegä da chönted doch iir sii,AG (Full-Reuenthal),OT
d1163-u1162,CJea1295,de prokurischt he,AG (Buchs/Zofingen),OT
swissdial,1859,"wetterbricht vom friitig, 21. april 2020 für bern, jura, friburg und wallis.",ch_sg,OT
swissdial,2088,no betreit diisdicki do 600 bis 700 meter.,ch_sg,OT
d1212-u122,MHan1212,nei,VS (Naters),OT
d1163-u2024,CJea1295,füfzä joor jede,AG (Buchs/Zofingen),OT
d1163-u2956,CJea1295,mi leerfirma het ja au mit tütschland,AG (Buchs/Zofingen),OT
d1198_2-u846,TJos1198,irsinige ruggebeschwèrde he,SG (Brütten ZH/Zuozwil),OT
swissdial,1246,"will en tel aviv goht, was en jerusalem sehr vell schweriger, jo sogar ondänkbär wär: es usglassnigs, freizögigs fescht.",ch_ag,OT
swissdial,1054,dia provinz isch ds weltwiit grössta abaugebiat für aprikosa.,ch_gr,OT
d1207-u1966,FKon1207,är isch det di andere sind de gad gaar nüüt gsìì he,GL (Näfels),OT
d1248-u1321,VPet1248,me het än sicher ned im land welle,AG (Baden/Brugg),OT
swissdial,10225,"in dr lombardei goht d sorg vor nera usbreitig uma, fasnachtsfest werden verbota bürger werden ufgforderet, dahei z blieba.",ch_gr,OT
swissdial,1569,"noch dr klimawahl vum oktober müassts jetzt mit dr klima- und energiepolitik vorwärts goh, het d sommaruga erklärt.",ch_gr,OT
d1255-u348,GAlo1255,und die zie mer iich äifach vo de marken ap,UR (Göschener Alp),OT
d1163-u2400,CJea1295,der aktivdienscht ghöört,AG (Buchs/Zofingen),OT
swissdial,8758,sie gseht sich vielmeh als a ökologischi lebensruumgstaltig.,ch_gr,OT
swissdial,1210,d'lawinegfohr ede ganze alpe no erhäblech.,ch_ag,OT
d1205-u210,NThe1205,und im nünedriissgi isch er plözlich uf de macht gsi und hät chöne äi land noch em andere hole,SH (Ramsen),OT
swissdial,1706,der jan isch unverändrut vorum lavabo gstandu.,ch_vs,OT
d1205-u1728,NThe1205,jo näi nänäi wo,SH (Ramsen),OT
swissdial,1603,fer de final heisst das: bäru isch massiv länger ufum iisch gstannu wa zug.,ch_vs,OT
d1205-u577,NThe1205,aso wa dä verzellt da isch dozmol öppis mier hend glachet hend tänkt jo da cha gar nöd woor si de hät üs doch en saich aagee oder,SH (Ramsen),OT
swissdial,252,dischi computer und ähnlichi technologie um en faktor tüüsig energieeffiziänter machu.,ch_vs,OT
d1198_2-u439,TJos1198,und d schwiiz hèt natürli e riise bedütig gcha als opschtbauland in aüroppa,SG (Brütten ZH/Zuozwil),OT
d1248-u38,VPet1248,än alti frau,AG (Baden/Brugg),OT
d1163-u2439,CJea1295,und das macht mer ned,AG (Buchs/Zofingen),OT
d1163-u941,CJea1295,e süessmoscht chauffe und dä het,AG (Buchs/Zofingen),OT
swissdial,2556,"ich weiss, dassi schnarchu, aber nie so lüt, dassi dermit fröije verjagu.",ch_vs,OT
d1248-u167,VPet1248,und händ en wettbewärb,AG (Baden/Brugg),OT
d1163-u2361,CJea1295,han i feschtgschtellt jäsoo du bisch scho militäärisch,AG (Buchs/Zofingen),OT
swissdial,4786,allerdings isch das phänomen no nit sicher nohgwiesa.,ch_gr,OT
d1048-u952,WRos1048,daa isch e toornischter gsìì mit em helm as me noch esoo gsässen isch,GL (Enneda),OT
d1295-u360,CJea1295,kasärne losan mich go z schtelle,AG (Buchs/Zofingen),OT
swissdial,111,au de verfassigsschotz warnt vor de onbrochnig höche mobilisierigschraft.,ch_ag,OT
d1075-u59,CJea1295,äu anderi sache hämmer seer oft döört häär bechoo,AG (Buchs/Zofingen),OT
swissdial,6029,sie isch bekannt dur ihri erfolgriicha roman um da inspektor jury und gilt als meisterin vum klassischa kriminalroman.,ch_gr,OT
d1048-u537,WRos1048,de vatter hät offe gredt am tisch,GL (Enneda),OT
swissdial,10415,so het europa noch dr eruption vum tambora 1816 weg vielna aschepartikel in dr luft es johr ohni summer erlebt.,ch_gr,OT
d1207-u1843,FKon1207,s ganz batalijoo,GL (Näfels),OT
d1259-u863,MEdu1259,hämmer im schache unde hämmer turnschport breve,AG (Full-Reuenthal),OT
d1207-u408,FKon1207,er hät dän er hät dän öppen emaale,GL (Näfels),OT
swissdial,2289,"sie sötten unter wassermangel glitta haa, drum hends zur muater gottes betet.",ch_gr,OT
swissdial,902,mir vomuetet dfahrleistige hend vor allem bi de benutzig vom touchscreen dütlich nohloh.,ch_sg,OT
d1073-u1804,CJea1295,und het gluegt,AG (Buchs/Zofingen),OT
d1073-u651,CJea1295,weme sìch demit befasst het,AG (Buchs/Zofingen),OT
d1259-u270,MEdu1259,umegschtande wo kai arbait gha händ ned,AG (Full-Reuenthal),OT
swissdial,9412,z letschta mol inem final sind sich dia beida teams 2017 geganübergstanda.,ch_gr,OT
d1259-u2318,MEdu1259,jo da hettemer müässe jo das isch dr uftraag ggsii,AG (Full-Reuenthal),OT
swissdial,4630,"drbii sind bi ihm halluzinationa uftretta, wo uf an sturz oder sunnastich schlüssa loh hen.",ch_gr,OT
swissdial,9752,"mobbing im internet, sogenannts cybermobbing, stoht nit im schwizerischa strofgsetzbuach.",ch_gr,OT
d1248-u494,VPet1248,är hät är isch en absolut erschtklassige aawalt ggsii,AG (Baden/Brugg),OT
swissdial,180,"mit installatione wie bergbahne, aber au em uusbau vo wanderweg.",ch_sg,OT
swissdial,933,2016 het d selbstmordkommandotruppa suicide squad mit am joker ds licht vu dr welt erblickt.,ch_gr,OT
d1255-u1148,GAlo1255,im summer het me de scho no,UR (Göschener Alp),OT
swissdial,2032,"stattdessu wird iischers komplett verhaltu ufera websita analysiert und an google gschickt, was wier wo bsüeche und ahklicke.",ch_vs,OT
swissdial,1431,"""so vill kenianer läbunt hitu in unzfriduheit, hektik und dürstress"", seit der leiter vamu rehazentrum üsserhalb va nairobi.",ch_vs,OT
swissdial,5105,dr plot isch vum douglas adams ursprünglich als drehbuach für a folg für d serie doctor who gschrieba worda.,ch_gr,OT
d1075-u281,CJea1295,aso das ìsch d iischtellig nìt vo miir gsìì sondern vo mim vatter,AG (Buchs/Zofingen),OT
d1147-u1182,HJak1147,mache wìl ìch so vil wǜsse gha ha ǜber d,AG (Baden),OT
swissdial,10326,as verglichbars meldesystem gäbs mit da usländischa behörda.,ch_gr,OT
d1063-u158,HEll1063,ùnd ich bì waansinig gèèrn i d schuel,AG (Baden),OT
d1147-u1261,HJak1147,die chönd si also nò nèè,AG (Baden),OT
swissdial,2121,d'stürig fode motore oder de chüeligssystem händ d'studänte sälber programiert.,ch_ag,OT
d1198_1-u1444,TJos1198,machen wir es soo machen wir nicht soo he,SG (Brütten ZH/Zuozwil),OT
d1063-u297,HEll1063,wen die schniideri den nǜm ìsch het sii e schniideri wöle fǜr ires teggstiillädeli,AG (Baden),OT
d1163-u350,CJea1295,aber aber i han aso guete kontakt gcha mit em betreeb,AG (Buchs/Zofingen),OT
d1255-u537,GAlo1255,das piltli das chennte mer nacher no aaluege,UR (Göschener Alp),OT
d1075-u170,CJea1295,aber susch sich in dem bräunen häus nòchher frai beweege chöned nìt,AG (Buchs/Zofingen),OT
swissdial,113,das schribe liht de nachrechteagentur reuters ond afp vor.,ch_ag,OT
swissdial,673,"de voglich, dass tuusigi schöf dur umfäll umchömed, hett de ruppe ""pervers"" gnennt.",ch_sg,OT
d1073-u312,CJea1295,ins i iires kantonemänt ab gfaare,AG (Buchs/Zofingen),OT
swissdial,1317,"dischi anti-iran-koalition soll schich uber die golfstaate, asien und europa erstrecku.",ch_vs,OT
d1248-u1435,VPet1248,sinds do här zcho do,AG (Baden/Brugg),OT
swissdial,1913,meh als en drittel vo de schwiizer bevölkerig lidet unter newsarmuet.,ch_sg,OT
d1248-u1017,VPet1248,und är hät gsait gha und ich ha do welle drbii sii also ha jo niä,AG (Baden/Brugg),OT
swissdial,917,di erscht sorg vo de brite gilt aber de queen elizabeth.,ch_sg,OT
swissdial,306,im üftrag vam klau croissant ischer im stammheim-prozäss als tontechniker tätig gsi.,ch_vs,OT
d1295-u698,CJea1295,wäg dä jude irgendwie öppis,AG (Buchs/Zofingen),OT
d1073-u770,CJea1295,i weer gärn dörte gsìì seer gärn,AG (Buchs/Zofingen),OT
d1053-u1580,OJos1053,und aber brot ässe hent s ja gleich miesse das isch de,NW (Wolfenschiessen),OT
d1163-u1300,CJea1295,iich bi ned bi de bewachig gsi ich bi bi den uusbilder gsi,AG (Buchs/Zofingen),OT
d1248-u3,VPet1248,ii sebm zämähang,AG (Baden/Brugg),OT
swissdial,3778,d einheit wird noch am betretta vur mina in klineri gruppa teilt.,ch_gr,OT
d1198_1-u456,TJos1198,vertamt wenig gwüsst he,SG (Brütten ZH/Zuozwil),OT
d1207-u1998,FKon1207,de passischt isch ä det gsìì,GL (Näfels),OT
d1259-u1606,MEdu1259,sinds dänn uf uf,AG (Full-Reuenthal),OT
d1007-u293,EJos1007,und de het er amig gschpaart het sich gsait me het sich nie,NW (Stans),OT
d1163-u1270,CJea1295,no hüt,AG (Buchs/Zofingen),OT
d1147-u2676,HJak1147,wèèr ainnglìch was ììch dèn i de zwǜschedzit gmacht ha,AG (Baden),OT
d1205-u315,NThe1205,und ich bi dört,SH (Ramsen),OT
d1198_1-u607,TJos1198,knalhart,SG (Brütten ZH/Zuozwil),OT
swissdial,10139,er het d schiz bi dr uno in new york vertreta und direktion für völkerrecht vum eda gleitet.,ch_gr,OT
d1259-u1851,MEdu1259,da isch dänn no ändi chrieg ggsii so da hätmer gwüsst,AG (Full-Reuenthal),OT
swissdial,39,är het nu elei durchquert und het schini soldatu nachenand bim namu ahglitu.,ch_vs,OT
d1147-u2238,HJak1147,dòò ìsch nò aini wo apgschtǜrzt ìsch dò,AG (Baden),OT
swissdial,8266,"er isch noch am damaliga kenntnisstand drvo usganga, dass ds gift nit nochwiesbar sig.",ch_gr,OT
d1259-u1961,MEdu1259,karabiner gsicheret und ufgschtande hanmi gmäldet,AG (Full-Reuenthal),OT
d1073-u1197,CJea1295,vììrzgi,AG (Buchs/Zofingen),OT
d1248-u396,VPet1248,irgend anen schööne ort vo de schwiiz,AG (Baden/Brugg),OT
d1147-u2828,HJak1147,aso bìni mòòl deet hère,AG (Baden),OT
swissdial,2570,schrompfsch du zomene chline chäfer zäme?,ch_ag,OT
d1198_1-u1667,TJos1198,kompaniikomadant chönt si hinen ue hogge fèltmarschmèèssig ez gömmer in schpitòòl uf frauefèld,SG (Brütten ZH/Zuozwil),OT
d1205-u1159,NThe1205,wenn aml,SH (Ramsen),OT
d1248-u859,VPet1248,diä händ do kooscher könne koche diä sind,AG (Baden/Brugg),OT
d1048-u1382,WRos1048,drüühundert gram putter,GL (Enneda),OT
swissdial,802,"ohni behandlig volauft sie, nochere meist längere erchranking, oft tödlich.",ch_sg,OT
d1255-u744,GAlo1255,das sind hent di aalte bääntler verzelt,UR (Göschener Alp),OT
d1063-u429,HEll1063,mììr ich ha ghöört,AG (Baden),OT
swissdial,843,"vorum burn-out sige schine alkoholkonsum massvoll gsi: ""z'typischi fiirabubier"".",ch_vs,OT
d1205-u1039,NThe1205,denn isch d verfüegig cho vo bern draitägig brot,SH (Ramsen),OT
d1248-u364,VPet1248,aso sägemer,AG (Baden/Brugg),OT
d1259-u2395,MEdu1259,ebä,AG (Full-Reuenthal),OT
swissdial,8102,im mai weg verrot aklagt und in fort monroe in virginia in untersuachigshaft gnoh.,ch_gr,OT
d1248-u624,VPet1248,und jez wirds aigentlich fascht,AG (Baden/Brugg),OT
d1198_1-u1775,TJos1198,und und mög läbe no di jung frau bi mir dihai he,SG (Brütten ZH/Zuozwil),OT
swissdial,2470,"er isch nüme velo gfahre, will sis füdli weh tue het.",ch_sg,OT
swissdial,594,und die isch im alltag überall spürbar.,ch_sg,OT
swissdial,10307,"jetzt untersuacht ma, wella ifluss bispielswiis stresshormon uf d schwangerschaft hend.",ch_gr,OT
d1205-u1650,NThe1205,und denn de hitler,SH (Ramsen),OT
d1163-u2231,CJea1295,mitenand drüber glachet du,AG (Buchs/Zofingen),OT
swissdial,1250,dereinscht söll es mehrgeneratione-hus entstoh.,ch_ag,OT
d1259-u1589,MEdu1259,händs ggsait i heg a glük gha das de ned unde ue gschlaage,AG (Full-Reuenthal),OT
d1198_1-u1340,TJos1198,nünedriissg gsii oder,SG (Brütten ZH/Zuozwil),OT
